ncores,repetition,iteration,time
2,5,1,2.9947304725646973
2,5,2,7.548522710800171
2,5,3,10.690046072006226
2,5,4,10.656465768814087
2,5,5,8.757299661636353
2,5,6,8.636282920837402
2,5,7,8.57195782661438
2,5,8,9.045462369918823
2,5,9,8.751453638076782
2,5,10,8.603637218475342
2,6,1,2.9740288257598877
2,6,2,7.512994766235352
2,6,3,10.692187309265137
2,6,4,10.666061878204346
2,6,5,8.811614036560059
2,6,6,8.625770330429077
2,6,7,8.525381088256836
2,6,8,9.085795164108276
2,6,9,8.733895301818848
2,6,10,8.602679252624512
2,7,1,2.987408399581909
2,7,2,7.539076089859009
2,7,3,10.653149604797363
2,7,4,10.704152822494507
2,7,5,8.858640670776367
2,7,6,8.624488353729248
2,7,7,8.532333850860596
2,7,8,9.113175868988037
2,7,9,8.703211545944214
2,7,10,8.614174604415894
2,8,1,2.976840019226074
2,8,2,7.557590007781982
2,8,3,10.648795127868652
2,8,4,10.728562116622925
2,8,5,8.742001295089722
2,8,6,8.60989785194397
2,8,7,8.574671268463135
2,8,8,9.071237564086914
2,8,9,8.73677134513855
2,8,10,8.617371797561646
2,9,1,3.006070137023926
2,9,2,7.53473162651062
2,9,3,10.682020664215088
2,9,4,10.67818021774292
2,9,5,8.75064492225647
2,9,6,8.60083532333374
2,9,7,8.544162273406982
2,9,8,9.07216477394104
2,9,9,8.721386194229126
2,9,10,8.642377138137817
2,10,1,2.977994441986084
2,10,2,7.527510404586792
2,10,3,10.65795111656189
2,10,4,10.660627841949463
2,10,5,8.771173000335693
2,10,6,8.59398603439331
2,10,7,8.60705018043518
2,10,8,9.082470178604126
2,10,9,8.72121548652649
2,10,10,8.594949960708618
3,1,1,2.7144289016723633
3,1,2,5.709014892578125
3,1,3,7.838386058807373
3,1,4,7.803300380706787
3,1,5,6.914907217025757
3,1,6,6.416605472564697
3,1,7,6.390570402145386
3,1,8,6.435272216796875
3,1,9,6.892631769180298
3,1,10,6.435911178588867
3,2,1,2.691045045852661
3,2,2,5.734012603759766
3,2,3,7.791534662246704
3,2,4,7.817643880844116
3,2,5,6.926178455352783
3,2,6,6.409528970718384
3,2,7,6.367374897003174
3,2,8,6.439568996429443
3,2,9,6.9065423011779785
3,2,10,6.406226396560669
3,3,1,2.6940362453460693
3,3,2,5.701191425323486
3,3,3,7.791977167129517
3,3,4,7.810716390609741
3,3,5,6.924500465393066
3,3,6,6.423287630081177
3,3,7,6.38629674911499
3,3,8,6.403052568435669
3,3,9,6.9093921184539795
3,3,10,6.43552827835083
3,4,1,2.683154344558716
3,4,2,5.704939365386963
3,4,3,7.782020807266235
3,4,4,7.806396722793579
3,4,5,6.905534029006958
3,4,6,6.415487766265869
3,4,7,6.390626668930054
3,4,8,6.421019077301025
3,4,9,6.902581453323364
3,4,10,6.43217134475708
3,5,1,2.6947476863861084
3,5,2,5.704579830169678
3,5,3,7.826404094696045
3,5,4,7.791921138763428
3,5,5,6.93682861328125
3,5,6,6.414308547973633
3,5,7,6.364105701446533
3,5,8,6.422302484512329
3,5,9,6.917892217636108
3,5,10,6.428424835205078
3,6,1,2.7111029624938965
3,6,2,5.709329128265381
3,6,3,7.804746627807617
3,6,4,7.824605464935303
3,6,5,6.9248573780059814
3,6,6,6.431988954544067
3,6,7,6.372358560562134
3,6,8,6.417102336883545
3,6,9,6.900423526763916
3,6,10,6.421601295471191
3,7,1,2.7065165042877197
3,7,2,5.743276596069336
3,7,3,7.8460142612457275
3,7,4,7.826043367385864
3,7,5,6.974416732788086
3,7,6,6.470431327819824
3,7,7,6.4101269245147705
3,7,8,6.4751574993133545
3,7,9,6.911377429962158
3,7,10,6.483228921890259
3,8,1,2.7295875549316406
3,8,2,5.6969146728515625
3,8,3,7.806541204452515
3,8,4,7.849912643432617
3,8,5,6.96556544303894
3,8,6,6.454440355300903
3,8,7,6.419572114944458
3,8,8,6.440704584121704
3,8,9,6.904292821884155
3,8,10,6.423404216766357
3,9,1,2.7047722339630127
3,9,2,5.728170871734619
3,9,3,7.814006328582764
3,9,4,7.804586887359619
3,9,5,6.909585475921631
3,9,6,6.564205884933472
3,9,7,6.430349826812744
3,9,8,6.46608304977417
3,9,9,6.925052642822266
3,9,10,6.459171772003174
3,10,1,2.689192056655884
3,10,2,5.7283313274383545
3,10,3,7.790026903152466
3,10,4,7.812294244766235
3,10,5,6.902713298797607
3,10,6,6.434130430221558
3,10,7,6.358914613723755
3,10,8,6.485605239868164
3,10,9,6.947835206985474
3,10,10,6.47648549079895
4,1,1,2.59161376953125
4,1,2,4.819620847702026
4,1,3,6.408191204071045
4,1,4,6.4439005851745605
4,1,5,5.407658338546753
4,1,6,5.349880695343018
4,1,7,5.328826665878296
4,1,8,5.36499547958374
4,1,9,5.406371593475342
4,1,10,5.375298976898193
4,2,1,2.5648887157440186
4,2,2,4.821625471115112
4,2,3,6.394440650939941
4,2,4,6.400376081466675
4,2,5,5.41550350189209
4,2,6,5.3385045528411865
4,2,7,5.29853892326355
4,2,8,5.356849908828735
4,2,9,5.403491020202637
4,2,10,5.356944561004639
4,3,1,2.5705208778381348
4,3,2,4.814602851867676
4,3,3,6.4292685985565186
4,3,4,6.3783721923828125
4,3,5,5.417477607727051
4,3,6,5.338107347488403
4,3,7,5.30790376663208
4,3,8,5.364070415496826
4,3,9,5.416979551315308
4,3,10,5.340813875198364
4,4,1,2.5621182918548584
4,4,2,4.811295032501221
4,4,3,6.393155097961426
4,4,4,6.402689218521118
4,4,5,5.40205717086792
4,4,6,5.342763900756836
4,4,7,5.30013108253479
4,4,8,5.347729444503784
4,4,9,5.3927295207977295
4,4,10,5.348694324493408
4,5,1,2.568793773651123
4,5,2,4.811688661575317
4,5,3,6.388257741928101
4,5,4,6.40583610534668
4,5,5,5.406342506408691
4,5,6,5.3500893115997314
4,5,7,5.296767473220825
4,5,8,5.3561015129089355
4,5,9,5.400033950805664
4,5,10,5.346017122268677
4,6,1,2.5748062133789062
4,6,2,4.816359996795654
4,6,3,6.388334035873413
4,6,4,6.389751195907593
4,6,5,5.413445711135864
4,6,6,5.353241682052612
4,6,7,5.303333044052124
4,6,8,5.3568336963653564
4,6,9,5.407994270324707
4,6,10,5.342109203338623
4,7,1,2.571993112564087
4,7,2,4.811807870864868
4,7,3,6.411123991012573
4,7,4,6.375884294509888
4,7,5,5.4054648876190186
4,7,6,5.3510918617248535
4,7,7,5.315971612930298
4,7,8,5.355214834213257
4,7,9,5.404760122299194
4,7,10,5.351407289505005
4,8,1,2.5809617042541504
4,8,2,4.814942359924316
4,8,3,6.39590859413147
4,8,4,6.397589683532715
4,8,5,5.4025328159332275
4,8,6,5.35601544380188
4,8,7,5.341984272003174
4,8,8,5.373626947402954
4,8,9,5.409115314483643
4,8,10,5.350081920623779
4,9,1,2.577798366546631
4,9,2,4.809047222137451
4,9,3,6.37402081489563
4,9,4,6.530139684677124
4,9,5,5.4145190715789795
4,9,6,5.346914052963257
4,9,7,5.302206754684448
4,9,8,5.3614490032196045
4,9,9,5.402024984359741
4,9,10,5.372177362442017
4,10,1,2.5915629863739014
4,10,2,4.839879035949707
4,10,3,6.441174030303955
4,10,4,6.6689207553863525
4,10,5,5.893754482269287
4,10,6,5.383756160736084
4,10,7,5.318932771682739
4,10,8,5.380369186401367
4,10,9,5.453179121017456
4,10,10,5.367923021316528
5,1,1,2.515082597732544
5,1,2,4.317293167114258
5,1,3,5.6140313148498535
5,1,4,5.597394943237305
5,1,5,4.806216478347778
5,1,6,4.73098349571228
5,1,7,4.677629232406616
5,1,8,4.719154357910156
5,1,9,4.798148155212402
5,1,10,4.730522871017456
5,2,1,2.5155515670776367
5,2,2,4.293376207351685
5,2,3,5.57427716255188
5,2,4,5.562956809997559
5,2,5,4.798108339309692
5,2,6,4.787578344345093
5,2,7,4.726237773895264
5,2,8,4.798489570617676
5,2,9,4.780796766281128
5,2,10,4.70059061050415
5,3,1,2.5043139457702637
5,3,2,4.282724380493164
5,3,3,5.555338382720947
5,3,4,5.566099643707275
5,3,5,4.777479887008667
5,3,6,4.725481033325195
5,3,7,4.731856822967529
5,3,8,4.728100538253784
5,3,9,4.806180477142334
5,3,10,4.879491806030273
5,4,1,2.5221147537231445
5,4,2,4.710909605026245
5,4,3,5.787520408630371
5,4,4,6.075556755065918
5,4,5,4.829150199890137
5,4,6,5.094002723693848
5,4,7,4.8605077266693115
5,4,8,4.764942646026611
5,4,9,4.918701171875
5,4,10,4.746265411376953
5,5,1,2.5314807891845703
5,5,2,4.33861780166626
5,5,3,5.635485887527466
5,5,4,5.58462381362915
5,5,5,4.811028480529785
5,5,6,4.77143931388855
5,5,7,4.741042613983154
5,5,8,4.759666204452515
5,5,9,4.76947808265686
5,5,10,4.736298084259033
5,6,1,2.5253257751464844
5,6,2,4.3103344440460205
5,6,3,5.643510580062866
5,6,4,5.57734227180481
5,6,5,4.868602752685547
5,6,6,4.85906195640564
5,6,7,4.854567050933838
5,6,8,5.2449424266815186
5,6,9,4.8315887451171875
5,6,10,4.74517035484314
5,7,1,2.545811653137207
5,7,2,4.309245824813843
5,7,3,5.64374303817749
5,7,4,5.627905368804932
5,7,5,4.799997329711914
5,7,6,4.7754011154174805
5,7,7,4.7259361743927
5,7,8,4.748909950256348
5,7,9,4.9724345207214355
5,7,10,4.725030899047852
5,8,1,2.5144150257110596
5,8,2,4.301326036453247
5,8,3,5.6645073890686035
5,8,4,5.6870129108428955
5,8,5,4.782520294189453
5,8,6,4.762053966522217
5,8,7,4.698607921600342
5,8,8,4.712246417999268
5,8,9,4.815036773681641
5,8,10,4.719190835952759
5,9,1,2.497373104095459
5,9,2,4.2819435596466064
5,9,3,5.5519068241119385
5,9,4,5.566343784332275
5,9,5,4.767419099807739
5,9,6,4.704526901245117
5,9,7,4.68274450302124
5,9,8,4.728833198547363
5,9,9,4.74344277381897
5,9,10,4.709182977676392
5,10,1,2.50201678276062
5,10,2,4.296440839767456
5,10,3,5.560953378677368
5,10,4,5.568546772003174
5,10,5,4.772078990936279
5,10,6,4.720428705215454
5,10,7,4.6895365715026855
5,10,8,4.7282326221466064
5,10,9,4.7700676918029785
5,10,10,4.699591875076294
6,1,1,2.472569227218628
6,1,2,3.957167625427246
6,1,3,5.01323938369751
6,1,4,5.022810459136963
6,1,5,4.359657287597656
6,1,6,4.29768180847168
6,1,7,4.28801965713501
6,1,8,4.312856912612915
6,1,9,4.338047981262207
6,1,10,4.305112600326538
6,2,1,2.4788999557495117
6,2,2,3.9466209411621094
6,2,3,5.015791893005371
6,2,4,5.005616664886475
6,2,5,4.340865850448608
6,2,6,4.299097537994385
6,2,7,4.3000288009643555
6,2,8,4.358883380889893
6,2,9,4.334752321243286
6,2,10,4.2885987758636475
6,3,1,2.4931821823120117
6,3,2,3.9597134590148926
6,3,3,5.049488306045532
6,3,4,5.22341775894165
6,3,5,4.341861009597778
6,3,6,4.464420795440674
6,3,7,4.301945924758911
6,3,8,4.3342344760894775
6,3,9,4.3396666049957275
6,3,10,4.61381983757019
6,4,1,2.471728801727295
6,4,2,3.931624412536621
6,4,3,5.045314073562622
6,4,4,5.017399311065674
6,4,5,4.345052003860474
6,4,6,4.337094068527222
6,4,7,4.297690391540527
6,4,8,4.335473537445068
6,4,9,4.33838415145874
6,4,10,4.31719183921814
6,5,1,2.4759557247161865
6,5,2,3.949739456176758
6,5,3,5.021988391876221
6,5,4,5.021322011947632
6,5,5,4.352641344070435
6,5,6,4.302824258804321
6,5,7,4.284014463424683
6,5,8,4.30826473236084
6,5,9,4.34180474281311
6,5,10,4.324087858200073
6,6,1,2.4676451683044434
6,6,2,3.9390296936035156
6,6,3,5.0113794803619385
6,6,4,5.013980865478516
6,6,5,4.343968391418457
6,6,6,4.293336391448975
6,6,7,4.300430536270142
6,6,8,4.296439170837402
6,6,9,4.350503921508789
6,6,10,4.295567512512207
6,7,1,2.49887752532959
6,7,2,3.953287124633789
6,7,3,5.007408857345581
6,7,4,5.013751983642578
6,7,5,4.346061944961548
6,7,6,4.300138473510742
6,7,7,4.274514436721802
6,7,8,4.32128643989563
6,7,9,4.326425790786743
6,7,10,4.290765047073364
6,8,1,2.5150368213653564
6,8,2,3.936025381088257
6,8,3,5.0358850955963135
6,8,4,5.019761562347412
6,8,5,4.366459846496582
6,8,6,4.283863067626953
6,8,7,4.284398078918457
6,8,8,4.322833061218262
6,8,9,4.333265781402588
6,8,10,4.362994194030762
6,9,1,2.4908947944641113
6,9,2,3.944333076477051
6,9,3,5.026266098022461
6,9,4,5.019626140594482
6,9,5,4.353620290756226
6,9,6,4.319429636001587
6,9,7,4.719658851623535
6,9,8,4.332594871520996
6,9,9,4.338279962539673
6,9,10,4.284331560134888
6,10,1,2.570129871368408
6,10,2,3.9748547077178955
6,10,3,5.018988609313965
6,10,4,5.038640737533569
6,10,5,4.368901014328003
6,10,6,4.340570688247681
6,10,7,4.277965068817139
6,10,8,4.3013341426849365
6,10,9,4.332345008850098
6,10,10,4.29842472076416
7,1,1,2.9905734062194824
7,1,2,4.980834484100342
7,1,3,6.319764137268066
7,1,4,6.33857798576355
7,1,5,5.461460113525391
7,1,6,5.420619487762451
7,1,7,5.4188385009765625
7,1,8,5.421165466308594
7,1,9,5.476884126663208
7,1,10,5.401874303817749
7,2,1,2.982069253921509
7,2,2,4.9279868602752686
7,2,3,6.3096795082092285
7,2,4,6.3026933670043945
7,2,5,5.469987154006958
7,2,6,5.373504877090454
7,2,7,5.390371322631836
7,2,8,5.415608882904053
7,2,9,5.483921527862549
7,2,10,5.401781320571899
7,3,1,2.973585605621338
7,3,2,4.976017713546753
7,3,3,6.2837395668029785
7,3,4,6.329063653945923
7,3,5,5.440382957458496
7,3,6,5.4070353507995605
7,3,7,5.417423486709595
7,3,8,5.447323322296143
7,3,9,5.472394227981567
7,3,10,5.432298898696899
7,4,1,2.9945271015167236
7,4,2,4.96862268447876
7,4,3,5.523305654525757
7,4,4,6.325898170471191
7,4,5,5.493090629577637
7,4,6,5.408667325973511
7,4,7,5.40065860748291
7,4,8,5.447192907333374
7,4,9,5.4790942668914795
7,4,10,5.409762382507324
7,5,1,2.9800119400024414
7,5,2,4.969056129455566
7,5,3,6.351918935775757
7,5,4,6.321953058242798
7,5,5,5.5098724365234375
7,5,6,5.230565309524536
7,5,7,5.409971237182617
7,5,8,5.441053867340088
7,5,9,5.456636190414429
7,5,10,5.396806955337524
7,6,1,2.9615259170532227
7,6,2,4.9678449630737305
7,6,3,6.2986838817596436
7,6,4,6.29720664024353
7,6,5,5.441925048828125
7,6,6,5.393550872802734
7,6,7,5.424937963485718
7,6,8,5.539903163909912
7,6,9,5.521810054779053
7,6,10,5.420262813568115
7,7,1,2.9984002113342285
7,7,2,4.972104072570801
7,7,3,6.269956588745117
7,7,4,6.317816734313965
7,7,5,5.482929468154907
7,7,6,4.700735569000244
7,7,7,5.396434783935547
7,7,8,4.740417718887329
7,7,9,5.448180437088013
7,7,10,5.4414355754852295
7,8,1,2.9745216369628906
7,8,2,4.979300022125244
7,8,3,6.336251258850098
7,8,4,6.341724872589111
7,8,5,5.489473819732666
7,8,6,5.428282976150513
7,8,7,5.404917001724243
7,8,8,5.435347080230713
7,8,9,5.47314453125
7,8,10,5.433776140213013
7,9,1,3.018145799636841
7,9,2,4.981635808944702
7,9,3,6.306959629058838
7,9,4,6.300527811050415
7,9,5,5.451918840408325
7,9,6,5.424575090408325
7,9,7,5.399538516998291
7,9,8,5.438956260681152
7,9,9,5.444581985473633
7,9,10,5.4166786670684814
7,10,1,2.9903054237365723
7,10,2,4.9618048667907715
7,10,3,6.290336608886719
7,10,4,6.325988054275513
7,10,5,5.484103441238403
7,10,6,5.379668235778809
7,10,7,5.413633584976196
7,10,8,5.455780982971191
7,10,9,5.463098526000977
7,10,10,5.439740180969238
8,1,1,2.961258888244629
8,1,2,4.704795598983765
8,1,3,5.888226509094238
8,1,4,5.905806303024292
8,1,5,5.156078338623047
8,1,6,5.089844703674316
8,1,7,5.072376012802124
8,1,8,5.107926845550537
8,1,9,5.143896102905273
8,1,10,5.0954015254974365
8,2,1,2.9704782962799072
8,2,2,4.7162721157073975
8,2,3,5.890803575515747
8,2,4,5.903345823287964
8,2,5,5.152120113372803
8,2,6,5.100275039672852
8,2,7,5.086313486099243
8,2,8,5.110105276107788
8,2,9,5.140345096588135
8,2,10,5.100587606430054
8,3,1,2.9800868034362793
8,3,2,4.708380699157715
8,3,3,5.877662181854248
8,3,4,5.88948130607605
8,3,5,5.135176181793213
8,3,6,5.106388330459595
8,3,7,5.087212800979614
8,3,8,5.113521575927734
8,3,9,5.141553163528442
8,3,10,5.087404012680054
8,4,1,2.9564247131347656
8,4,2,4.689622163772583
8,4,3,5.880784273147583
8,4,4,5.899487257003784
8,4,5,5.164140939712524
8,4,6,5.079240560531616
8,4,7,5.0763726234436035
8,4,8,5.110247373580933
8,4,9,5.159595251083374
8,4,10,5.105633974075317
8,5,1,2.949087142944336
8,5,2,4.704121828079224
8,5,3,5.893475532531738
8,5,4,5.993760108947754
8,5,5,5.165329456329346
8,5,6,5.124909162521362
8,5,7,5.062865734100342
8,5,8,5.115212678909302
8,5,9,5.13999342918396
8,5,10,5.099367141723633
8,6,1,2.9678196907043457
8,6,2,4.692729473114014
8,6,3,5.88094425201416
8,6,4,5.902146339416504
8,6,5,5.139083385467529
8,6,6,5.131121635437012
8,6,7,5.085524082183838
8,6,8,5.090083122253418
8,6,9,5.146552324295044
8,6,10,5.099047899246216
8,7,1,2.969277858734131
8,7,2,4.702832937240601
8,7,3,5.9069414138793945
8,7,4,5.913959741592407
8,7,5,5.150065183639526
8,7,6,5.108134746551514
8,7,7,5.097462892532349
8,7,8,5.103174448013306
8,7,9,5.20009183883667
8,7,10,5.110342741012573
8,8,1,2.9787564277648926
8,8,2,4.703716039657593
8,8,3,5.882750034332275
8,8,4,5.897939920425415
8,8,5,5.161500453948975
8,8,6,5.103902101516724
8,8,7,5.07022500038147
8,8,8,5.106347322463989
8,8,9,5.1301491260528564
8,8,10,5.09596848487854
8,9,1,2.963231086730957
8,9,2,4.706663608551025
8,9,3,5.8812994956970215
8,9,4,5.912081718444824
8,9,5,5.150999069213867
8,9,6,5.112272500991821
8,9,7,5.0861828327178955
8,9,8,5.110502004623413
8,9,9,5.131818771362305
8,9,10,5.0986974239349365
8,10,1,2.986886501312256
8,10,2,4.704882860183716
8,10,3,5.894740581512451
8,10,4,5.916922330856323
8,10,5,5.148878574371338
8,10,6,5.087874412536621
8,10,7,5.081601858139038
8,10,8,5.126544952392578
8,10,9,5.152921676635742
8,10,10,5.093191623687744
9,1,1,2.988598585128784
9,1,2,4.623852491378784
9,1,3,5.88628888130188
9,1,4,5.883443593978882
9,1,5,5.081433296203613
9,1,6,5.174266815185547
9,1,7,5.076249837875366
9,1,8,5.069370985031128
9,1,9,5.231133699417114
9,1,10,5.066522598266602
9,2,1,2.9996917247772217
9,2,2,4.651108264923096
9,2,3,5.871369361877441
9,2,4,5.894581079483032
9,2,5,5.068664312362671
9,2,6,5.070519924163818
9,2,7,5.048603534698486
9,2,8,5.077294111251831
9,2,9,5.068451881408691
9,2,10,5.039786338806152
9,3,1,2.949036121368408
9,3,2,4.608401775360107
9,3,3,5.872160911560059
9,3,4,5.922831296920776
9,3,5,5.092488765716553
9,3,6,5.039010524749756
9,3,7,5.04189133644104
9,3,8,5.083638429641724
9,3,9,5.070495128631592
9,3,10,5.02959942817688
9,4,1,2.9583024978637695
9,4,2,4.635613918304443
9,4,3,5.8802244663238525
9,4,4,6.019565582275391
9,4,5,5.209081411361694
9,4,6,5.065584897994995
9,4,7,5.032247543334961
9,4,8,5.070830821990967
9,4,9,5.091813087463379
9,4,10,5.08336329460144
9,5,1,2.963475227355957
9,5,2,4.618457555770874
9,5,3,5.884542465209961
9,5,4,5.905413866043091
9,5,5,5.261447191238403
9,5,6,5.068529844284058
9,5,7,5.051839590072632
9,5,8,5.040715932846069
9,5,9,5.107826232910156
9,5,10,5.041583776473999
9,6,1,2.989845037460327
9,6,2,4.636007070541382
9,6,3,5.900374889373779
9,6,4,5.90307879447937
9,6,5,5.062881708145142
9,6,6,5.041132926940918
9,6,7,5.058358669281006
9,6,8,5.072006940841675
9,6,9,5.130897045135498
9,6,10,5.064809799194336
9,7,1,3.074424982070923
9,7,2,4.631438970565796
9,7,3,5.897571086883545
9,7,4,5.89554238319397
9,7,5,5.1281373500823975
9,7,6,5.038898706436157
9,7,7,5.014357328414917
9,7,8,5.064380645751953
9,7,9,5.095517158508301
9,7,10,5.025652647018433
9,8,1,2.9962399005889893
9,8,2,4.626467227935791
9,8,3,5.879256725311279
9,8,4,5.931321144104004
9,8,5,5.105856657028198
9,8,6,5.0359461307525635
9,8,7,5.055425643920898
9,8,8,5.308476686477661
9,8,9,5.081238746643066
9,8,10,5.070228815078735
9,9,1,3.0442426204681396
9,9,2,4.656611919403076
9,9,3,5.988062143325806
9,9,4,5.891571521759033
9,9,5,5.089431524276733
9,9,6,5.030478239059448
9,9,7,4.989672660827637
9,9,8,5.070653915405273
9,9,9,5.1037819385528564
9,9,10,5.042711973190308
9,10,1,2.984499454498291
9,10,2,4.634521007537842
9,10,3,5.847185134887695
9,10,4,5.937714338302612
9,10,5,5.248337507247925
9,10,6,5.212505102157593
9,10,7,5.05292272567749
9,10,8,5.058683395385742
9,10,9,5.158063888549805
9,10,10,5.007878541946411
10,1,1,3.12467098236084
10,1,2,4.903287172317505
10,1,3,6.086049795150757
10,1,4,5.848313808441162
10,1,5,5.375379323959351
10,1,6,5.36209774017334
10,1,7,5.141115188598633
10,1,8,5.228507995605469
10,1,9,5.422814130783081
10,1,10,5.29396653175354
10,2,1,3.105774164199829
10,2,2,4.921560049057007
10,2,3,6.217305421829224
10,2,4,6.300836086273193
10,2,5,5.443500280380249
10,2,6,5.264671325683594
10,2,7,5.292152404785156
10,2,8,5.254860162734985
10,2,9,5.406763792037964
10,2,10,5.215442657470703
10,3,1,3.102308511734009
10,3,2,4.8608925342559814
10,3,3,6.216817617416382
10,3,4,6.088712692260742
10,3,5,5.337564468383789
10,3,6,5.342311143875122
10,3,7,5.227847576141357
10,3,8,5.2451159954071045
10,3,9,5.288668870925903
10,3,10,5.1845903396606445
10,4,1,3.1548874378204346
10,4,2,4.875630855560303
10,4,3,6.271186351776123
10,4,4,6.111680746078491
10,4,5,5.379401922225952
10,4,6,5.361407518386841
10,4,7,5.1797261238098145
10,4,8,5.327225923538208
10,4,9,5.396076679229736
10,4,10,5.384173154830933
10,5,1,3.170851230621338
10,5,2,4.93971586227417
10,5,3,6.054583549499512
10,5,4,6.129833936691284
10,5,5,5.452925443649292
10,5,6,5.241729259490967
10,5,7,5.2616589069366455
10,5,8,5.333038568496704
10,5,9,5.219476222991943
10,5,10,5.268441677093506
10,6,1,3.1543805599212646
10,6,2,4.908773422241211
10,6,3,6.051375389099121
10,6,4,6.112153053283691
10,6,5,5.435624837875366
10,6,6,5.416992664337158
10,6,7,5.37343430519104
10,6,8,5.306757926940918
10,6,9,5.432683944702148
10,6,10,5.3811094760894775
10,7,1,3.153822660446167
10,7,2,4.824660301208496
10,7,3,6.057055473327637
10,7,4,6.244038820266724
10,7,5,5.426880121231079
10,7,6,5.235548973083496
10,7,7,5.211154222488403
10,7,8,5.359428405761719
10,7,9,5.396751880645752
10,7,10,5.30390739440918
10,8,1,3.1868112087249756
10,8,2,4.942600727081299
10,8,3,6.2145867347717285
10,8,4,6.2871599197387695
10,8,5,5.233103036880493
10,8,6,5.336225748062134
10,8,7,5.265847682952881
10,8,8,5.32877516746521
10,8,9,5.213991403579712
10,8,10,5.278464078903198
10,9,1,3.1678152084350586
10,9,2,4.7726500034332275
10,9,3,6.255385160446167
10,9,4,5.994171142578125
10,9,5,5.41330099105835
10,9,6,5.246468544006348
10,9,7,5.154848575592041
10,9,8,5.274855613708496
